FRANCE GENERAL,#genre#
TMZ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201078
NBC UNIVERSO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71429
ADULT SWIM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/212802
UNIVISION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71425
UNIMAS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71427
TELEMUNDO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71428
3ABN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/82584
TBS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71442
TBS WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71318
TBS EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71317
E! WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71322
E!,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71350
TLC WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71316
TLC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71505
TLC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71358
A&E,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71313
FOX LIFE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71373
HGTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71353
LIFETIME,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71354
USA NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71345
FX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71335
FXX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71336
FXM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71856
FX WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71321
PIXL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/313005
USA NETWORK WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71325
AMC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71330
AMC+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201073
AMC PRESENTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201080
SYFY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71297
SYFY WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71315
DEFIANCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/277136
FUSE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71334
OWN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71366
VICELAND,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71360
POP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71356
OXYGEN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71355
FYI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71352
AWE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71346
WGN AMERICA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71344
TV LAND,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71342
TRU TV EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71341
TRU TV WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71301
SUNDANCE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71340
LOGO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201068
START TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71311
DOG TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71310
IFC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71308
REVOLT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71302
FREEFORM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71480
FREEFORM WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71472
FREEFORM WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71455
OXYGEN WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71303
SMITHSONIAN EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71421
PURSUIT CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71410
THE BLAZE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71408
RFD TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71407
ASPIRE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71406
COMEDY TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71404
TV ONE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71403
JUSTICE CENTRAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71402
OVATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71401
REELZ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71398
PEOPLE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71392
GAME SHOW NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71337
COMEDY CENTRAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71333
COMET TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71307
RIDE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71391
EPIX DRIVE IN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71384
COWBOY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71383
BOUNCE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71380
AXS TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71379
GRIT TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71378
GINX ESPORTS TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71371
SONY MOVIE CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71415
LIFETIME MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71413
ME TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71328
HALLMARK CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71370
HALLMARK MOVIES & MYSTERIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71369
HALLMARK DRAMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71368
PARAMOUNT NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71339
INSP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201074
TNT (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71305
TCM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71414
TNT (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71324
VELOCITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71363
YES NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71362
DIY NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71349
WE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71361
ANTENNA TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71314
FOOD NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71351
COOKING CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71347
FOOD52,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317187
TASTEMADE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201071
TASTEMADE+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201072
SO YUMMY!,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201075
GUSTO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201079


USA DOCUMENTARY,#genre#
ANIMAL PLANET,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71431
NAT GEO WILD EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71417
NATIONAL GEOGRAPHIC EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71416
NAT GEO WILD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71432
NAT GEO USA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71433
BBC EARTH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/273578
SMITHSONIAN CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/115597
CRIME & INVESTIGATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71441
INVESTIGATION DISCOVERY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71434
DISCOVERY LIFE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71348
DISCOVERY VELOCITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71309
DISCOVERY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71440
DISCOVERY FAMILY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71439
DISCOVERY SCIENCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71437
DISCOVERY HISTORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/148719
HISTORY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71435
HISTORY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71420
WILD EARTH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/277134
MAGNOLIA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/277135
AMERICAN HEROES CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71422
DESTINATION AMERICA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/82585
GREAT AMERICAN COUNTRY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/83120
NASA TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/233009
OUTDOOR CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/286505

USA PREMIUM,#genre#
HBO (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71854
HBO (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71855
HBO (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71882
HBO Latino (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/189296
HBO Latino (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/189297
HBO 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71881
HBO COMEDY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71866
HBO ZONE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/83135
HBO SIGNATURE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71865
HBO FAMILY (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71880
SHOWTIME (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71853
SHOWTIME (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71891
SHOWTIME (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71852
SHOWTIME (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71892
SHOWTIME 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71893
SHOWTIME BET,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/189298
SHOWTIME NEXT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71898
SHOWTIME SHOWCASE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71894
SHOWTIME FAMILY ZONE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71896
SHOWTIME EXTREME,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71895
SHOWTIME WOMEN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71897
STARZ (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71862
STARZ WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71873
STARZ (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71890
STARZ EDGE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71888
STARZ CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71864
STARZ COMEDY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71887
STARZ KIDS AND FAMILY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71877
STARZ IN BLACK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71889
STARZ ENCORE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71870
STARZ ENCORE ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71899
STARZ ENCORE FAMILY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71878
STARZ ENCORE WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71872
STARZ ENCORE CLASSIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71874
STARZ ENCORE BLACK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71875
STARZ ENCORE WESTERNS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71876
STARZ ENCORE SUSPENSE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71879
STARZ ENCORE ESPANYOL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/200959
CINEMAX EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71904
CINEMAX (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71859
CINEMAX (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71860
CINEMAX ACTION MAX EAST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71905
CINEMAX ACTIONMAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71867
CINEMAX 5 STARMAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71868
CINEMAX MOVIEMAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71903
CINEMAX MOVIEMAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71381
CINEMAX OUTER MAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71902
CINEMAXX MORE MAXX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71900
CINEMAX THRILLERMAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71901
EPIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71857
EPIX 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71858
EPIX HITS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71863
SCREENPIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/275011
SCREENPIX ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/275012
SCREENPIX VOICES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/275013
SCREENPIX WESTERNS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/275014
COMEDY DYNAMICS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/275015
INDIE PLEX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71885
MOVIE PLEX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71884
RETRO PLEX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71886
CINE SONY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71861
TURNER CLASSIC MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71869
HDnet Movies,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71883
THE FILM DETECTIVE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/200960
CINE LIFE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/200961

USA 24/7,#genre#
The Sopranos,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/254454
A NIGHTMARE ON ELM STREET,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/254238
ANIMAL.KINGDOM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317550
MEN IN BLACK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317605
THE WONDER YEARS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317659
STAR TREK MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317714
AMBULANCE 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317769
BAR RESCUE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317776
AX MEN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317775
AUSSIE SNAKE WRANGLERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317774
AUCTION HUNTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317773
OUTBACK TRUCKERS 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317772
CRIMES THAT SHOOK BRITAIN 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317771
CRIMES THAT SHOOK BRITAIN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317770
AMBULANCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317768
RAB C NESBIT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317767
POLICE CODE ZERO  OFFICER UNDER ATTACK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317766
CRACKER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317765
999  ON THE FRONT LINE 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317764
999  ON THE FRONT LINE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317763
DEADLIEST CATCH 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317762
DEADLIEST CATCH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317761
AIRPLANE REPO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317760
999  WHAT'S YOUR EMERGENCY 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317759
999  WHAT'S YOUR EMERGENCY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317758
BROAD.CITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317757
HOW.TO.GET.AWAY.WITH.MURDER 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317756
HACK.MY.LIFE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317755
HOW.TO.GET.AWAY.WITH.MURDER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317754
55.DEGREES.NORTH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317753
GRACE.AND.FRANKIE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317752
GRIMM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317751
SHIELD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317750
THE GOLDBERGS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317544
THE.TOMORROW.PEOPLE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317749
FRIDAY NIGHT DINNER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317727
WHEN.SHARKS.ATTACK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317748
THE WIRE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317747
TOY STORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317746
TWEETY PIE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317745
YOSEMITE SAM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317744
24,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317499
The Sopranos,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317498
JOHN WICK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317743
THE TERMINATOR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317742
MADAGASCAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317741
THE BIG BANG THEORY 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317740
DYNASTY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317739
THE WORST WITCH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317738
A SERIES OF UNFORTUNATE EVENTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317737
FAST AND FURIOUS SPY RACERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317736
THE DRAGON PRINCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317735
AMPHIBIA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317734
THE SWEENEY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317733
WESTERN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317732
ANIMATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317731
STILL GAME,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317730
PETER KAYS CAR SHARE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317729
RUSH HOUR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317728
TALES OF THE UNEXPECTED,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317726
THE DUKES OF HAZZARD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317725
EARLY DOORS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317724
VAN DAMME,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317723
TRANSFORMERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317722
THRILLER MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317721
THE TRANSPORTER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317720
THE HUNGER GAMES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317719
THE HANGOVER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317718
THE FAST AND THE FURIOUS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317717
SUPERHERO MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317716
STAR WARS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317715
SCIFI MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317713
SCHWARZENEGGER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317712
RAMBO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317711
PIRATES OF THE CARRIBBEAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317710
MATRIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317709
MAD MAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317708
LETHAL WEAPON,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317707
HALLOWEEN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317702
JASON BOURNE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317706
JAMES BOND,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317705
INDIANA JONES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317704
EXTANT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317582
HUMPHREY BOGART,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317703
CRIME MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317701
CLINT EASTWOOD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317700
BRUCE LEE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317699
TOP CAT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317698
THOMAS AND FRIENDS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317697
THE SPECTACULAR SPIDERMAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317696
THE REGULAR SHOW,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317695
THE FLINSTONES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317694
THE BATMAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317693
SUPER WHY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317692
STEVEN UNIVERSE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317691
SPONGEBOB SQUAREPANTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317690
SHAUN THE SHEEP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317689
SCOOBY DOO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317688
RUGRATS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317687
POPEYE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317686
POKEMON,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317685
PINKY AND THE BRAIN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317684
PEPPA PIG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317683
PAW PATROL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317682
MICKEY MOUSE CLUBHOUSE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317681
LEGO STAR WARS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317680
FAIRLY ODD PARENTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317679
DREAMWORKS ANIMATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317678
DRAKE AND JOSH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317677
TAXI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317579
DRAGONBALL Z,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317676
DORA THE EXPLORER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317675
DOC MCSTUFFINS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317674
DISNEY MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317673
DISNEY MOVIES 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317672
CSI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317545
BLUEY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317671
BEN AND HOLLY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317670
BEN 10,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317669
BATMAN THE ANIMATED SERIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317668
ASTERIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317666
RECESS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317665
MILLY AND MOLLY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317664
TWO PINTS OF LAGER AND A PACKET OF CRISPS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317662
TRUE BLOOD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317661
THE YOUNG ONES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317660
THE WALKING DEAD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317658
THE VAMPIRE DIARIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317657
THE OFFICE (USA),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317656
SOUTH PARK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317655
SEINFELD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317654
RICK AND MORTY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317653
PEEP SHOW,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317652
MRS BROWNS BOYS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/317651

USA NEWS,#genre#
THE WEATHER CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71504
ACCU WEATHER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71503
WEATHER NATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71489
HLN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71367
CNN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/72329
CNN+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76564
CNN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71493
CNN INTERNATIONAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71486
